model,player,split,samples,entries,raw_rmse,effective_rmse,skill_vs_zero,active_fraction,active_rmse,inactive_rmse,negative_prediction_fraction,gate_brier,gate_precision,gate_recall,gate_positive_rate
checkpoint_single_head,1,train,6478,19434,0.22444479,0.22444765,0.2148391,0.5295358649789029,0.2983339,0.08306872,0.08140372542965936,,,,
refit_single_head,1,train,6478,19434,0.23016454,0.2301673,0.1743123,0.5295358649789029,0.30738202,0.07911176,0.029021302871256562,,,,
hurdle_log_magnitude,1,train,6478,19434,0.23598552,0.23598698,0.13203019,0.5295358649789029,0.320863,0.049922302,0.0,0.21477607,0.6687807648617948,0.686522203867457,0.5435834105176495
checkpoint_single_head,1,validation,862,2586,0.21565846,0.21566099,0.13480216,0.5131477184841454,0.29186094,0.07581372,0.088553750966744,,,,
refit_single_head,1,validation,862,2586,0.2146485,0.21465135,0.14288425,0.5131477184841454,0.29029757,0.076253824,0.03634957463263728,,,,
hurdle_log_magnitude,1,validation,862,2586,0.21638742,0.2163887,0.1289534,0.5131477184841454,0.2986073,0.04684954,0.0,0.21755129,0.6441631504922645,0.6902788244159759,0.5498839907192575
checkpoint_single_head,1,test,852,2556,0.19130212,0.19130625,0.23348147,0.5379499217527387,0.24814214,0.08671104,0.0848982785602504,,,,
refit_single_head,1,test,852,2556,0.19948629,0.19948995,0.16649842,0.5379499217527387,0.26037657,0.0848355,0.04499217527386541,,,,
hurdle_log_magnitude,1,test,852,2556,0.20152137,0.20152321,0.14942122,0.5379499217527387,0.2699248,0.055376556,0.0,0.22597049,0.6398872445384073,0.6603636363636364,0.5551643192488263
checkpoint_single_head,2,train,6478,19434,0.16214447,0.16214728,0.26589036,0.5158999691262736,0.21622464,0.06697988,0.05516105793969332,,,,
refit_single_head,2,train,6478,19434,0.16160727,0.1616107,0.27074105,0.5158999691262736,0.2131266,0.07446456,0.05387465267057734,,,,
hurdle_log_magnitude,2,train,6478,19434,0.15837997,0.15838155,0.2995925,0.5158999691262736,0.21560559,0.04772697,0.0,0.18212551,0.7371023215821152,0.6840215439856373,0.47874858495420397
checkpoint_single_head,2,validation,862,2586,0.1294629,0.12946591,0.20584643,0.5239752513534416,0.16696101,0.067285076,0.06419180201082754,,,,
refit_single_head,2,validation,862,2586,0.13046591,0.13047072,0.19347131,0.5239752513534416,0.16440511,0.07751272,0.057617942768754836,,,,
hurdle_log_magnitude,2,validation,862,2586,0.12765297,0.12765507,0.2279067,0.5239752513534416,0.16895096,0.053041413,0.0,0.20095931,0.6906584992343032,0.6656826568265682,0.5050270688321732
checkpoint_single_head,2,test,852,2556,0.17330843,0.17331167,0.31659687,0.5383411580594679,0.22499771,0.07765535,0.060641627543035995,,,,
refit_single_head,2,test,852,2556,0.18129127,0.18129566,0.2521816,0.5383411580594679,0.23561661,0.080369964,0.04773082942097027,,,,
hurdle_log_magnitude,2,test,852,2556,0.17570725,0.17570952,0.29755569,0.5383411580594679,0.23403014,0.054848358,0.0,0.18132028,0.761400651465798,0.6795058139534884,0.48043818466353677
